Journal,URL,journal_abbr,search_abbr
Social-Economic Debates,https://ideas.repec.org/s/sdb/social.html,social,
Sociedad Global,https://ideas.repec.org/s/erv/sgsgsg.html,sgsgsg,
Societies,https://ideas.repec.org/s/gam/jsoctx.html,jsoctx,
Society and Economy,https://ideas.repec.org/s/aka/soceco.html,soceco,
Socio-Economic Planning Sciences,https://ideas.repec.org/s/eee/soceps.html,soceps,
SocioEconomic Challenges SEC),https://ideas.repec.org/s/vrs/socecc.html,socecc,
Sociological Methods & Research,https://ideas.repec.org/s/sae/somere.html,somere,
Sociological Research Online,https://ideas.repec.org/s/sae/socres.html,socres,
Sosyoekonomi Journal,https://ideas.repec.org/s/sos/sosjrn.html,sosjrn,
Sotsium i vlast / Society and power,https://ideas.repec.org/s/rnp/spower.html,spower,
Současná Evropa,https://ideas.repec.org/s/prg/jnlsev.html,jnlsev,
South African Journal of Accounting Research,https://ideas.repec.org/s/taf/rsarxx.html,rsarxx,
South African Journal of Economic and Management Sciences,https://ideas.repec.org/s/pre/journl.html,journl,
South African Journal of Economics,https://ideas.repec.org/s/bla/sajeco.html,sajeco,
South Asia Economic Journal,https://ideas.repec.org/s/sae/soueco.html,soueco,
South Asian Journal of Business and Management Cases,https://ideas.repec.org/s/sae/sajbmc.html,sajbmc,
South Asian Journal of Macroeconomics and Public Finance,https://ideas.repec.org/s/sae/smppub.html,smppub,
South Asian Survey,https://ideas.repec.org/s/sae/soasur.html,soasur,
South East European Journal of Economics and Business,https://ideas.repec.org/s/vrs/seejeb.html,seejeb,
South European Society and Politics,https://ideas.repec.org/s/taf/fsesxx.html,fsesxx,
South Health and Policy,https://ideas.repec.org/s/dbk/southh.html,southh,
South-Eastern Europe Journal of Economics,https://ideas.repec.org/s/seb/journl.html,journl,
Southeastern Economic Insight,https://ideas.repec.org/s/fip/fedase.html,fedase,
Southern Economic Journal,https://ideas.repec.org/s/wly/soecon.html,soecon,
Southern Journal of Agricultural Economics,https://ideas.repec.org/s/ags/sojoae.html,sojoae,
Southern perspective / Perspectiva austral,https://ideas.repec.org/s/dbk/perspe.html,perspe,
Southwest Economy,https://ideas.repec.org/s/fip/feddse.html,feddse,
"Sovremennaa ekonomika: problemy, tendencii, perspektivy Современная экономика: проблемы, тенденции, перспективы",https://ideas.repec.org/s/scn/018798.html,018798,
Spanish Economic Review,https://ideas.repec.org/s/spr/specre.html,specre,
Spatial Economic Analysis,https://ideas.repec.org/s/taf/specan.html,specan,
Spatial Economics Prostranstvennaya Ekonomika,https://ideas.repec.org/s/far/spaeco.html,spaeco,
Sport Management Review,https://ideas.repec.org/s/eee/spomar.html,spomar,
Sport Management Review,https://ideas.repec.org/s/taf/rsmrxx.html,rsmrxx,
SPOUDAI Journal of Economics and Business,https://ideas.repec.org/s/spd/journl.html,journl,
SPP Briefing Papers,https://ideas.repec.org/s/clh/briefi.html,briefi,
SPP Communique,https://ideas.repec.org/s/clh/commun.html,commun,
SPP Research Papers,https://ideas.repec.org/s/clh/resear.html,resear,
SPP Technical Papers,https://ideas.repec.org/s/clh/techni.html,techni,
SPP Workshop Papers,https://ideas.repec.org/s/clh/worksh.html,worksh,
Sri Lankan Journal of Agricultural Economics,https://ideas.repec.org/s/ags/saeasj.html,saeasj,
SS-AAEA Journal of Agricultural Economics,https://ideas.repec.org/s/ags/ssaaea.html,ssaaea,
Staff Papers,https://ideas.repec.org/s/fip/feddst.html,feddst,
Stata Journal,https://ideas.repec.org/s/tsj/stataj.html,stataj,
Stata Technical Bulletin,https://ideas.repec.org/s/tsj/stbull.html,stbull,
State and Municipal Management Scholar Notes,https://ideas.repec.org/s/rnp/smmscn.html,smmscn,
Statistica Neerlandica,https://ideas.repec.org/s/bla/stanee.html,stanee,
Statistica,https://ideas.repec.org/s/bot/rivsta.html,rivsta,
Statistical Applications in Genetics and Molecular Biology,https://ideas.repec.org/s/bpj/sagmbi.html,sagmbi,
Statistical Inference for Stochastic Processes,https://ideas.repec.org/s/spr/sistpr.html,sistpr,
Statistical Journal of the IAOS,https://ideas.repec.org/s/ris/iossji.html,iossji,
Statistical Methods & Applications,https://ideas.repec.org/s/spr/stmapp.html,stmapp,
Statistical Papers,https://ideas.repec.org/s/spr/stpapr.html,stpapr,
Statistical Theory and Related Fields,https://ideas.repec.org/s/taf/tstfxx.html,tstfxx,
Statistics & Probability Letters,https://ideas.repec.org/s/eee/stapro.html,stapro,
Statistics & Risk Modeling,https://ideas.repec.org/s/bpj/strimo.html,strimo,
Statistics and Public Policy,https://ideas.repec.org/s/taf/usppxx.html,usppxx,
Statistics in Transition new series,https://ideas.repec.org/s/csb/stintr.html,stintr,
Statistics in Transition New Series,https://ideas.repec.org/s/vrs/stintr.html,stintr,
"Statistics, Politics and Policy",https://ideas.repec.org/s/bpj/statpp.html,statpp,
Stato e mercato,https://ideas.repec.org/s/mul/jl9ury.html,jl9ury,
Stats,https://ideas.repec.org/s/gam/jstats.html,jstats,
Stochastic Processes and their Applications,https://ideas.repec.org/s/eee/spapps.html,spapps,
Stochastics and Quality Control,https://ideas.repec.org/s/bpj/ecqcon.html,ecqcon,
Strategic Behavior and the Environment,https://ideas.repec.org/s/now/jnlsbe.html,jnlsbe,
Strategic decisions and risk management,https://ideas.repec.org/s/abw/journl.html,journl,
Strategic Management Insights,https://ideas.repec.org/s/axf/smiaaa.html,smiaaa,
Strategic Management Journal,https://ideas.repec.org/s/bla/stratm.html,stratm,smj
Strategic Management Review,https://ideas.repec.org/s/now/jnlsmr.html,jnlsmr,
Strategy Science,https://ideas.repec.org/s/inm/orstsc.html,orstsc,
Stroitelno predpriemachestvo i nedvizhima sobstvenost = Construction Entrepreneurship and Real Property,https://ideas.repec.org/s/vrn/sjcerp.html,sjcerp,
Structural Change and Economic Dynamics,https://ideas.repec.org/s/eee/streco.html,streco,
Studi Economici e Sociali,https://ideas.repec.org/s/aiq/jrnlse.html,jrnlse,
STUDI ECONOMICI,https://ideas.repec.org/s/fan/steste.html,steste,
Studia Commercialia Bratislavensia,https://ideas.repec.org/s/vrs/stcomb.html,stcomb,
Studia Historiae Oeconomicae,https://ideas.repec.org/s/vrs/sthioe.html,sthioe,
Studia Universitatis „Vasile Goldis” Arad – Economics Series,https://ideas.repec.org/s/vrs/suvges.html,suvges,
Studia Universitatis Babeș-Bolyai Oeconomica,https://ideas.repec.org/s/vrs/subboe.html,subboe,
Studia z Polityki Publicznej Public Policy Studies,https://ideas.repec.org/s/ris/spppps.html,spppps,
Studies and Reports,https://ideas.repec.org/s/chc/studse.html,studse,
Studies and Scientific Researches. Economics Edition,https://ideas.repec.org/s/bac/fsecub.html,fsecub,
Studies in Agricultural Economics,https://ideas.repec.org/s/ags/stagec.html,stagec,
Studies in Art and Architecture,https://ideas.repec.org/s/bdz/starac.html,starac,
Studies in Art and Architecture,https://ideas.repec.org/s/cvg/starac.html,starac,
Studies in Business and Economics,https://ideas.repec.org/s/blg/journl.html,journl,
Studies in Economics and Econometrics,https://ideas.repec.org/s/taf/rseexx.html,rseexx,
Studies in Economics and Finance,https://ideas.repec.org/s/eme/sefpps.html,sefpps,
Studies in Educational Management,https://ideas.repec.org/s/bco/semaaa.html,semaaa,
Studies in Indian Politics,https://ideas.repec.org/s/sae/indpol.html,indpol,
Studies in Law and Justice,https://ideas.repec.org/s/bdz/stlaju.html,stlaju,
Studies in Law and Justice,https://ideas.repec.org/s/cvg/stlaju.html,stlaju,
Studies in Media and Communication,https://ideas.repec.org/s/rfa/smcjnl.html,smcjnl,
Studies in Microeconomics,https://ideas.repec.org/s/sae/miceco.html,miceco,
Studies in Nonlinear Dynamics & Econometrics,https://ideas.repec.org/s/bpj/sndecm.html,sndecm,
Studies in Social Science & Humanities,https://ideas.repec.org/s/bdz/ssosch.html,ssosch,
Studies in Social Sciences and Humanities,https://ideas.repec.org/s/rss/jnljsh.html,jnljsh,
Studies in Sports Science and Physical Education,https://ideas.repec.org/s/cvg/stsspe.html,stsspe,
Studies on Russian Economic Development Проблемы прогнозирования,https://ideas.repec.org/s/scn/009162.html,009162,
Studies on Russian Economic Development,https://ideas.repec.org/s/spr/sorede.html,sorede,
Studii de Biblioteconomie şi Ştiinţa Informării Library and Information Science Research,https://ideas.repec.org/s/buh/journl.html,journl,
Studii Financiare Financial Studies),https://ideas.repec.org/s/vls/finstu.html,finstu,
Studii si Cercetari de Calcul Economic si Cibernetica Economica Description: This is the official journal of the Journal Studii si Cercetari de Calcul Economic si Cibernetica Economica,https://ideas.repec.org/s/aes/sccece.html,sccece,
Suchasni ekonomichni doslidzhennja,https://ideas.repec.org/s/kse/chasop.html,chasop,
Sukkur IBA Journal of Management and Business,https://ideas.repec.org/s/ris/ibajmb.html,ibajmb,
Sumerianz Journal of Business Management and Marketing,https://ideas.repec.org/s/sum/sjbmms.html,sjbmms,
Sumerianz Journal of Economics and Finance,https://ideas.repec.org/s/sum/sjefsm.html,sjefsm,
Sumerianz Journal of Social Science,https://ideas.repec.org/s/sum/sjossm.html,sjossm,
Supervisory Research and Analysis Notes,https://ideas.repec.org/s/fip/b00001.html,b00001,
Supreme Court Economic Review,https://ideas.repec.org/s/ucp/scerev.html,scerev,
Surface Review and Letters SRL),https://ideas.repec.org/s/wsi/srlxxx.html,srlxxx,
Survey of Current Business,https://ideas.repec.org/s/bea/beascb.html,beascb,
"Sustainability Accounting, Management and Policy Journal",https://ideas.repec.org/s/eme/sampjp.html,sampjp,
Sustainability Nexus Forum,https://ideas.repec.org/s/spr/sumafo.html,sumafo,
Sustainability,https://ideas.repec.org/s/gam/jsusta.html,jsusta,
Sustainable Agriculture Research,https://ideas.repec.org/s/ags/ccsesa.html,ccsesa,
Sustainable Business and Society in Emerging Economies,https://ideas.repec.org/s/src/sbseec.html,sbseec,
Sustainable Development,https://ideas.repec.org/s/wly/sustdv.html,sustdv,
SUSTAINABLE LAND MANAGEMENT - CURRENT PRACTICES AND SOLUTIONS 2019 CONFERENCE PROCEEDINGS,https://ideas.repec.org/s/vra/pr1911.html,pr1911,
Sustainable Regional Development Scientific Journal,https://ideas.repec.org/s/bfb/srdjou.html,srdjou,
Swiss Journal of Economics and Statistics SJES),https://ideas.repec.org/s/ses/arsjes.html,arsjes,
Swiss Journal of Economics and Statistics,https://ideas.repec.org/s/spr/sjecst.html,sjecst,
Symphonya. Emerging Issues in Management,https://ideas.repec.org/s/sym/journl.html,journl,
System Dynamics Review,https://ideas.repec.org/s/bla/sysdyn.html,sysdyn,
Systemic Practice and Action Research,https://ideas.repec.org/s/spr/syspar.html,syspar,
Systems Research and Behavioral Science,https://ideas.repec.org/s/bla/srbeha.html,srbeha,
TalTech Journal of European Studies,https://ideas.repec.org/s/vrs/bjeust.html,bjeust,
Tanzania Journal of Community Development TAJOCODE),https://ideas.repec.org/s/ris/tajoco.html,tajoco,
Tanzanian Economic Review,https://ideas.repec.org/s/ris/tanzer.html,tanzer,
TẠP CHÍ KHOA HỌC ĐẠI HỌC MỞ THÀNH PHỐ HỒ CHÍ MINH - KHOA HỌC XÃ HỘI,https://ideas.repec.org/s/bjw/socivi.html,socivi,
TẠP CHÍ KHOA HỌC ĐẠI HỌC MỞ THÀNH PHỐ HỒ CHÍ MINH - KINH TẾ VÀ QUẢN TRỊ KINH DOANH,https://ideas.repec.org/s/bjw/econvi.html,econvi,
Tarjih : Agribusiness Development Journal (TADJ),https://ideas.repec.org/s/ags/tadaes.html,tadaes,
Tax Policy and the Economy,https://ideas.repec.org/s/ucp/tpolec.html,tpolec,
TEC Empresarial,https://ideas.repec.org/s/ris/tecemp.html,tecemp,
Technium Business and Management,https://ideas.repec.org/s/tec/busine.html,busine,
Technium Social Sciences Journal,https://ideas.repec.org/s/tec/journl.html,journl,
Technium Sustainability,https://ideas.repec.org/s/tec/sustai.html,sustai,
Technological Forecasting and Social Change,https://ideas.repec.org/s/eee/tefoso.html,tefoso,
Technology audit and production reserves,https://ideas.repec.org/s/nos/ddldem.html,ddldem,
Technology Transfer and Entrepreneurship,https://ideas.repec.org/s/ben/ttebsp.html,ttebsp,
TECHNOLOGY TRANSFER: INNOVATIVE SOLUTIONS IN SOCIAL SCIENCES AND HUMANITIES,https://ideas.repec.org/s/nos/ttissh.html,ttissh,
Technovation,https://ideas.repec.org/s/eee/techno.html,techno,
Tecnica y economía,https://ideas.repec.org/s/uns/tececo.html,tececo,
Tecsistecatl,https://ideas.repec.org/s/erv/tecsis.html,tecsis,
TECTZAPIC,https://ideas.repec.org/s/erv/tectza.html,tectza,
Telecommunications Policy,https://ideas.repec.org/s/eee/telpol.html,telpol,
Temas de Management,https://ideas.repec.org/s/cem/temana.html,temana,
TEN,https://ideas.repec.org/s/fip/fedkte.html,fedkte,
Tennessee Housing Market,https://ideas.repec.org/s/mts/thouse.html,thouse,
Tennessee s Business,https://ideas.repec.org/s/mts/tenbus.html,tenbus,
"Teoriya i praktika servisa: ehkonomika, sotsial naya sfera, tekhnologii Теория и практика сервиса: экономика, социальная сфера, технологии",https://ideas.repec.org/s/scn/006400.html,006400,
Terra Economicus,https://ideas.repec.org/s/scn/031478.html,031478,
Territory development,https://ideas.repec.org/s/rnp/depter.html,depter,
TEST: An Official Journal of the Spanish Society of Statistics and Operations Research,https://ideas.repec.org/s/spr/testjl.html,testjl,
The African Finance Journal,https://ideas.repec.org/s/afj/journl.html,journl,
The American Economist,https://ideas.repec.org/s/sae/amerec.html,amerec,
The American Statistician,https://ideas.repec.org/s/bes/amstat.html,amstat,
The American Statistician,https://ideas.repec.org/s/taf/amstat.html,amstat,
The AMFITEATRU ECONOMIC journal,https://ideas.repec.org/s/aes/amfeco.html,amfeco,
The Anahuac Journal,https://ideas.repec.org/s/amj/journl.html,journl,
"The Annals of Dimitrie Cantemir Christian University. Economy, Commerce and Tourism Series",https://ideas.repec.org/s/dcc/adcect.html,adcect,
The Annals of Regional Science,https://ideas.repec.org/s/spr/anresc.html,anresc,
The ANNALS of the American Academy of Political and Social Science,https://ideas.repec.org/s/sae/anname.html,anname,
The Annals of the Stefan cel Mare University of Suceava. Fascicle of The Faculty of Economics and Public Administration,https://ideas.repec.org/s/scm/ausvfe.html,ausvfe,
The Audit Financiar journal,https://ideas.repec.org/s/aud/audfin.html,audfin,
The B.E. Journal of Economic Analysis & Policy,https://ideas.repec.org/s/bpj/bejeap.html,bejeap,
The B.E. Journal of Macroeconomics,https://ideas.repec.org/s/bpj/bejmac.html,bejmac,
The B.E. Journal of Theoretical Economics,https://ideas.repec.org/s/bpj/bejtec.html,bejtec,
The British Accounting Review,https://ideas.repec.org/s/eee/bracre.html,bracre,
The Connecticut Economy,https://ideas.repec.org/s/uct/ctecon.html,ctecon,
The Developing Economies,https://ideas.repec.org/s/bla/deveco.html,deveco,
The Developing Economies,https://ideas.repec.org/s/jet/deveco.html,deveco,
The Econometrics Journal,https://ideas.repec.org/s/oup/emjrnl.html,emjrnl,
The Economic and Labour Relations Review,https://ideas.repec.org/s/sae/ecolab.html,ecolab,
The Economic and Social Review,https://ideas.repec.org/s/eso/journl.html,journl,
The Economic Journal,https://ideas.repec.org/s/oup/econjl.html,econjl,
The Economic Record,https://ideas.repec.org/s/bla/ecorec.html,ecorec,
The Economics and Finance Letters,https://ideas.repec.org/s/pkp/teafle.html,teafle,
The Economics of Transition,https://ideas.repec.org/s/bla/etrans.html,etrans,
The Economists Voice,https://ideas.repec.org/s/bpj/evoice.html,evoice,
The Electricity Journal,https://ideas.repec.org/s/eee/jelect.html,jelect,
The Electronic Journal of Agricultural and Development Economics,https://ideas.repec.org/s/fao/tejade.html,tejade,
The Electronic Journal of Evolutionary Modeling and Economic Dynamics,https://ideas.repec.org/s/jem/ejemed.html,ejemed,
The Empirical Econometrics and Quantitative Economics Letters,https://ideas.repec.org/s/chi/journl.html,journl,
The Energy Journal,https://ideas.repec.org/s/aen/journl.html,journl,
The Energy Journal,https://ideas.repec.org/s/sae/enejou.html,enejou,
The Engineering Economist,https://ideas.repec.org/s/taf/uteexx.html,uteexx,
The European Journal of Applied Economics,https://ideas.repec.org/s/vrs/tejoae.html,tejoae,
The European Journal of Development Research,https://ideas.repec.org/s/pal/eurjdr.html,eurjdr,
The European Journal of Development Research,https://ideas.repec.org/s/taf/eurjdr.html,eurjdr,
The European Journal of Finance,https://ideas.repec.org/s/taf/eurjfi.html,eurjfi,
The European Journal of Health Economics,https://ideas.repec.org/s/spr/eujhec.html,eujhec,
The European Journal of the History of Economic Thought,https://ideas.repec.org/s/taf/eujhet.html,eujhet,
The European Physical Journal B: Condensed Matter and Complex Systems,https://ideas.repec.org/s/spr/eurphb.html,eurphb,
The Financial Review,https://ideas.repec.org/s/bla/finrev.html,finrev,
The Geneva Papers on Risk and Insurance - Issues and Practice,https://ideas.repec.org/s/pal/gpprii.html,gpprii,
The Geneva Papers on Risk and Insurance Theory,https://ideas.repec.org/s/kap/geneva.html,geneva,
The Geneva Risk and Insurance Review,https://ideas.repec.org/s/pal/genrir.html,genrir,
The Indian Economic & Social History Review,https://ideas.repec.org/s/sae/indeco.html,indeco,
The Indian Journal of Labour Economics,https://ideas.repec.org/s/spr/ijlaec.html,ijlaec,
The International Journal of Accounting TIJA),https://ideas.repec.org/s/wsi/tijaxx.html,tijaxx,
The International Journal of Accounting,https://ideas.repec.org/s/eee/accoun.html,accoun,
The International Journal of Applied Economics,https://ideas.repec.org/s/ija/ancoec.html,ancoec,
The International Journal of Biostatistics,https://ideas.repec.org/s/bpj/ijbist.html,ijbist,
The International Journal of Business and Finance Research,https://ideas.repec.org/s/ibf/ijbfre.html,ijbfre,
The International Journal of Economic Behavior - IJEB,https://ideas.repec.org/s/but/ijebfa.html,ijebfa,
The International Journal of Health Economics - IJHE,https://ideas.repec.org/s/but/ijhefa.html,ijhefa,
The international role of the euro - Special feature,https://ideas.repec.org/s/ecb/ireart.html,ireart,
The International Trade Journal,https://ideas.repec.org/s/taf/uitjxx.html,uitjxx,
The Irish Journal of Management,https://ideas.repec.org/s/vrs/irjman.html,irjman,
The Japanese Accounting Review,https://ideas.repec.org/s/kob/tjrevi.html,tjrevi,
The Japanese Economic Review,https://ideas.repec.org/s/bla/jecrev.html,jecrev,
The Japanese Economic Review,https://ideas.repec.org/s/spr/jecrev.html,jecrev,
The Japanese Political Economy,https://ideas.repec.org/s/mes/jpneco.html,jpneco,
The Journal of Accounting and Management,https://ideas.repec.org/s/dug/jaccma.html,jaccma,
The Journal of Business,https://ideas.repec.org/s/ucp/jnlbus.html,jnlbus,
The Journal of Comparative Economic Studies JCES),https://ideas.repec.org/s/cos/epaper.html,epaper,
The Journal of Economic Asymmetries,https://ideas.repec.org/s/eee/joecas.html,joecas,
The Journal of Economic Education,https://ideas.repec.org/s/taf/jeduce.html,jeduce,
The Journal of Economic History,https://ideas.repec.org/s/cup/jechis.html,jechis,jeh
The Journal of Economic Inequality,https://ideas.repec.org/s/kap/jecinq.html,jecinq,jei
The Journal of Economic Inequality,https://ideas.repec.org/s/spr/joecin.html,joecin,jei
The Journal of Educational Research,https://ideas.repec.org/s/taf/vjerxx.html,vjerxx,
The Journal of European Theoretical and Applied Studies,https://ideas.repec.org/s/kir/journl.html,journl,
The Journal of International Trade & Economic Development,https://ideas.repec.org/s/taf/jitecd.html,jitecd,
"The Journal of Law, Economics, and Organization",https://ideas.repec.org/s/oup/jleorg.html,jleorg,jleo
The Journal of Legal Studies,https://ideas.repec.org/s/ucp/jlstud.html,jlstud,
The Journal of Mathematical Sociology,https://ideas.repec.org/s/taf/gmasxx.html,gmasxx,
The Journal of Mechanism and Institution Design,https://ideas.repec.org/s/jmi/articl.html,articl,
The Journal of Philosophical Economics,https://ideas.repec.org/s/bus/jphile.html,jphile,
The Journal of Planning and Budgeting Ù ØµÙ„Ù†Ø§Ù…Ù‡ Ø¨Ø±Ù†Ø§Ù…Ù‡ Ø±ÛŒØ²ÛŒ Ùˆ Ø¨ÙˆØ¯Ø¬Ù‡),https://ideas.repec.org/s/auv/jipbud.html,jipbud,
The Journal of Real Estate Finance and Economics,https://ideas.repec.org/s/kap/jrefec.html,jrefec,
The Journal of Social Sciences Research,https://ideas.repec.org/s/arp/tjssrr.html,tjssrr,
The Journal of Technology Transfer,https://ideas.repec.org/s/kap/jtecht.html,jtecht,
The Journal of the Economics of Ageing,https://ideas.repec.org/s/eee/joecag.html,joecag,
The Journal of Transport and Land Use,https://ideas.repec.org/s/ris/jtralu.html,jtralu,
The Law and Development Review,https://ideas.repec.org/s/bpj/lawdev.html,lawdev,
THE LAW AND THE BUSINESS IN THE CONTEMPORARY SOCIETY,https://ideas.repec.org/s/vra/lbcs20.html,lbcs20,
The Manchester School of Economic & Social Studies,https://ideas.repec.org/s/bla/manch2.html,manch2,
The North American Journal of Economics and Finance,https://ideas.repec.org/s/eee/ecofin.html,ecofin,
The Northeast Asian Economic Review,https://ideas.repec.org/s/eri/review.html,review,
The Open Statistics and Probability Journal,https://ideas.repec.org/s/ben/tostpj.html,tostpj,
The Pakistan Development Review,https://ideas.repec.org/s/pid/journl.html,journl,
The Patient: Patient-Centered Outcomes Research,https://ideas.repec.org/s/spr/patien.html,patien,
The Problems of Economy,https://ideas.repec.org/s/idp/redpoe.html,redpoe,
The Quarterly Journal of Economics,https://ideas.repec.org/s/oup/qjecon.html,qjecon,qje
The Quarterly Review of Economics and Finance,https://ideas.repec.org/s/eee/quaeco.html,quaeco,
The Region,https://ideas.repec.org/s/fip/fedmrr.html,fedmrr,
The Regional Economist,https://ideas.repec.org/s/fip/fedlre.html,fedlre,
The Regional Economy of Upstate New York,https://ideas.repec.org/s/fip/fednre.html,fednre,
The Review of Asset Pricing Studies,https://ideas.repec.org/s/oup/rapstu.html,rapstu,
The Review of Asset Pricing Studies,https://ideas.repec.org/s/oup/rasset.html,rasset,
The Review of Austrian Economics,https://ideas.repec.org/s/kap/revaec.html,revaec,
The Review of Black Political Economy,https://ideas.repec.org/s/spr/blkpoe.html,blkpoe,
The Review of Corporate Finance Studies,https://ideas.repec.org/s/oup/rcorpf.html,rcorpf,
The Review of Economic Studies,https://ideas.repec.org/s/oup/restud.html,restud,restud
The Review of Economics and Statistics,https://ideas.repec.org/s/tpr/restat.html,restat,restat
The Review of Finance and Banking,https://ideas.repec.org/s/rfb/journl.html,journl,
The Review of Financial Studies,https://ideas.repec.org/s/oup/rfinst.html,rfinst,rfs
The Review of International Organizations,https://ideas.repec.org/s/spr/revint.html,revint,
The Review of Regional Studies,https://ideas.repec.org/s/rre/publsh.html,publsh,
The Review of Socionetwork Strategies,https://ideas.repec.org/s/spr/trosos.html,trosos,
The Russian Academic Journal,https://ideas.repec.org/s/scn/000raj.html,000raj,
"The Scientific-Analytical Journal ""Economic Reforms""",https://ideas.repec.org/s/azr/reform.html,reform,
The Service Industries Journal,https://ideas.repec.org/s/taf/servic.html,servic,
The Singapore Economic Review SER),https://ideas.repec.org/s/wsi/serxxx.html,serxxx,
The USV Annals of Economics and Public Administration,https://ideas.repec.org/s/scm/usvaep.html,usvaep,
The Valuation Journal,https://ideas.repec.org/s/vaj/journl.html,journl,
The World Bank Economic Review,https://ideas.repec.org/s/oup/wbecrv.html,wbecrv,wber
The World Bank Research Observer,https://ideas.repec.org/s/oup/wbrobs.html,wbrobs,
The World Economy,https://ideas.repec.org/s/bla/worlde.html,worlde,
THE YEARBOOK OF THE GH. ZANE INSTITUTE OF ECONOMIC RESEARCHES,https://ideas.repec.org/s/zan/ygzier.html,ygzier,
Theoretical and Applied Economics,https://ideas.repec.org/s/agr/journl.html,journl,
Theoretical and applied law,https://ideas.repec.org/s/rnp/teojur.html,teojur,
Theoretical and Empirical Researches in Urban Management,https://ideas.repec.org/s/rom/terumm.html,terumm,
Theoretical and Practical Research in the Economic Fields,https://ideas.repec.org/s/srs/jtpref.html,jtpref,
Theoretical Economics,https://ideas.repec.org/s/the/publsh.html,publsh,te
Theory and Decision,https://ideas.repec.org/s/kap/theord.html,theord,
Theory Methodology Practice TMP),https://ideas.repec.org/s/mic/tmpjrn.html,tmpjrn,
Third World Quarterly,https://ideas.repec.org/s/taf/ctwqxx.html,ctwqxx,
Three Seas Economic Journal,https://ideas.repec.org/s/bal/3seasj.html,3seasj,
Tiempo y Economía,https://ideas.repec.org/s/col/000485.html,000485,
Tijdschrift voor Economische en Sociale Geografie,https://ideas.repec.org/s/bla/tvecsg.html,tvecsg,
Timisoara Journal of Economics and Business,https://ideas.repec.org/s/vrs/timjeb.html,timjeb,
Timisoara Journal of Economics and Business,https://ideas.repec.org/s/wun/timjeb.html,timjeb,
Timisoara Journal of Economics,https://ideas.repec.org/s/wun/journl.html,journl,
Tlatemoani,https://ideas.repec.org/s/erv/tlatem.html,tlatem,
TOP: An Official Journal of the Spanish Society of Statistics and Operations Research,https://ideas.repec.org/s/spr/topjnl.html,topjnl,
Tourism and Hospitality Management,https://ideas.repec.org/s/tho/journl.html,journl,
Tourism Critiques,https://ideas.repec.org/s/eme/trcpps.html,trcpps,
Tourism Economics,https://ideas.repec.org/s/sae/toueco.html,toueco,
Tourism Management,https://ideas.repec.org/s/eee/touman.html,touman,
Traektoriâ Nauki Path of Science,https://ideas.repec.org/s/pos/journl.html,journl,
Transfer: European Review of Labour and Research,https://ideas.repec.org/s/sae/treure.html,treure,
Transformations and Sustainability,https://ideas.repec.org/s/dbj/trasus.html,trasus,
Transition Studies Review,https://ideas.repec.org/s/spr/trstrv.html,trstrv,
Transnational Business and Management,https://ideas.repec.org/s/mig/tbjrnl.html,tbjrnl,
Transnational Corporations Review,https://ideas.repec.org/s/oul/tncr09.html,tncr09,
Transnational Marketing Journal,https://ideas.repec.org/s/mig/tmjrnl.html,tmjrnl,
Transport Policy,https://ideas.repec.org/s/eee/trapol.html,trapol,
Transport Problems,https://ideas.repec.org/s/tpj/journl.html,journl,
Transport Reviews,https://ideas.repec.org/s/taf/transr.html,transr,
"Transport, Mobility & Society",https://ideas.repec.org/s/dbk/transp.html,transp,
Transportation Journal,https://ideas.repec.org/s/wly/transj.html,transj,
Transportation Planning and Technology,https://ideas.repec.org/s/taf/transp.html,transp,
Transportation Research Part A: Policy and Practice,https://ideas.repec.org/s/eee/transa.html,transa,
Transportation Research Part B: Methodological,https://ideas.repec.org/s/eee/transb.html,transb,
Transportation Research Part E: Logistics and Transportation Review,https://ideas.repec.org/s/eee/transe.html,transe,
Transportation Science,https://ideas.repec.org/s/inm/ortrsc.html,ortrsc,
Transportation,https://ideas.repec.org/s/kap/transp.html,transp,
Travail et Emploi,https://ideas.repec.org/s/cai/teeldc.html,teeldc,
Trends in Sociology,https://ideas.repec.org/s/cwi/tsocio.html,tsocio,
Tržište Market,https://ideas.repec.org/s/zag/market.html,market,
Turismo y Desarrollo Local,https://ideas.repec.org/s/erv/turdes.html,turdes,
Turkish Economic Review,https://ideas.repec.org/s/cvv/journ2.html,journ2,
Turkish Economic Review,https://ideas.repec.org/s/ksp/journ2.html,journ2,
Turkish Journal of Marketing,https://ideas.repec.org/s/tjm/journl.html,journl,
Turyzm Tourism,https://ideas.repec.org/s/vrs/touris.html,touris,
Ukrainian Journal Ekonomist,https://ideas.repec.org/s/uje/journl.html,journl,
UNCTAD Transnational Corporations Journal,https://ideas.repec.org/s/unc/tncjou.html,tncjou,
Universitas León): Revista Científica de la UNAN León,https://ideas.repec.org/s/ags/naunrc.html,naunrc,
University Economic Bulletin,https://ideas.repec.org/s/aff/colart.html,colart,
University Management: Practice and Analysis,https://ideas.repec.org/s/adf/journl.html,journl,
Universum: экономика и юриспруденция,https://ideas.repec.org/s/scn/032054.html,032054,
Upravlenets,https://ideas.repec.org/s/url/upravl.html,upravl,
Upstate New York At-a-Glance,https://ideas.repec.org/s/fip/fednup.html,fednup,
Upstate New York Regional Review,https://ideas.repec.org/s/fip/fednun.html,fednun,
